Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
TOYOTA,RAV 4,11700.0,PICHINCHA,2007.0,266000.0,MANUAL,HIDRAULICA,2400.0,4x2,BLANCO,GASOLINA,
TOYOTA,COROLLA CROSS MID,26900.0,PICHINCHA,2022.0,55000.0,AUTOMATICA,ASISTIDA,1800.0,4x2,PLOMO,HIBRIDO,
TOYOTA,COROLLA CROSS MID,26900.0,PICHINCHA,2022.0,57000.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,BLANCO,GASOLINA,
TOYOTA,COROLLA CROSS HIGH,25900.0,GALAPAGOS,2022.0,30000.0,TIPTRONIC,MECANICA,3598.0,AWD,ROSADO,GASOLINA,
TOYOTA,COROLLA CROSS HIGH,26500.0,PICHINCHA,2022.0,62270.0,AUTOMATICA,ELECTRONICA,1800.0,4x2,ROJO,GASOLINA,
TOYOTA,4RUNNER,45900.0,PICHINCHA,2014.0,185000.0,AUTOMATICA,ASISTIDA,4000.0,4x4,BLANCO,GASOLINA,
TOYOTA,4RUNNER LIMITED,45000.0,PICHINCHA,2014.0,158194.0,AUTOMATICA,MECANICA,5600.0,4x4,ROJO,GASOLINA,
TOYOTA,4RUNNER SR5,49500.0,AZUAY,2022.0,38600.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,BLANCO,GASOLINA,
TOYOTA,4RUNNER SR5,49700.0,ESMERALDAS,2022.0,25000.0,AUTOMATICA,ELECTRONICA,4000.0,4x2,PLOMO,GASOLINA,
TOYOTA,4RUNNER LIMITED,47777.0,PICHINCHA,2012.0,89700.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,PLOMO,GASOLINA,
TOYOTA,NEW HILUX SR,30900.0,PICHINCHA,2019.0,69000.0,MANUAL,HIDRAULICA,2700.0,4x4,PLOMO,GASOLINA,
TOYOTA,4RUNNER LIMITED,49000.0,PICHINCHA,2015.0,130000.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,ROJO,GASOLINA,
TOYOTA,4RUNNER LIMITED,48500.0,PICHINCHA,2015.0,130000.0,AUTOMATICA,HIDRAULICA,4000.0,AWD,ROJO,GASOLINA,
TOYOTA,PRIUS C SPORT,11400.0,PICHINCHA,2013.0,136000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,AZUL,GASOLINA,
TOYOTA,PRIUS C SPORT,11200.0,PICHINCHA,2013.0,118000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,HIBRIDO,
TOYOTA,PRIUS,11200.0,PICHINCHA,2013.0,118000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,HIBRIDO,
TOYOTA,PRIUS C SPORT,11500.0,TUNGURAHUA,2013.0,164000.0,TIPTRONIC,HIDRAULICA,1949.0,4x4,ROSADO,HIBRIDO,
TOYOTA,PRIUS C SPORT,10900.0,PICHINCHA,2013.0,182000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,PLOMO,GASOLINA,
TOYOTA,PRIUS C SPORT,11400.0,PICHINCHA,2013.0,137000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,AZUL,GASOLINA,
TOYOTA,PRIUS C SPORT,11400.0,PICHINCHA,2013.0,137000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,AZUL,HIBRIDO,
TOYOTA,PRIUS C SPORT,11900.0,PICHINCHA,2013.0,137000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,AZUL,HIBRIDO,
TOYOTA,PRIUS C SPORT,12305.0,TUNGURAHUA,2013.0,85000.0,AUTOMATICA,ELECTRONICA,4000.0,AWD,VERDE,HIBRIDO,
TOYOTA,PRIUS HYBRIDO,10900.0,CARCHI,2010.0,125000.0,AUTOMATICA,HIDRAULICA,2300.0,AWD,PLOMO,HIBRIDO,
TOYOTA,4RUNNER SR5,48500.0,PICHINCHA,2015.0,190000.0,AUTOMATICA,ASISTIDA,4000.0,4x4,ROJO,GASOLINA,
TOYOTA,FJ CRUISER,34990.0,PICHINCHA,2009.0,175000.0,MANUAL,ELECTRONICA,4000.0,4x4,AMARILLO,GASOLINA,
TOYOTA,LAND CRUISER 100,45000.0,BOLIVAR,2007.0,191000.0,AUTOMATICA,ASISTIDA,1967.0,4x2,AMARILLO,GASOLINA,
TOYOTA,HILUX,34900.0,PICHINCHA,2023.0,39100.0,MANUAL,ASISTIDA,2700.0,4x2,PLOMO,GASOLINA,
TOYOTA,PRIUS C SPORT,12490.0,GUAYAS,2020.0,120000.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,NEGRO,GASOLINA,
TOYOTA,PRIUS C SPORT,12400.0,GUAYAS,2017.0,160000.0,SPEEDTRONIC,HIDRAULICA,2384.0,4x4,CELESTE,DIESEL,
TOYOTA,PRIUS C SPORT,11400.0,PICHINCHA,2014.0,142000.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,AZUL,GASOLINA,
TOYOTA,PRIUS C SPORT,11490.0,PICHINCHA,2014.0,92000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,PLOMO,GASOLINA,
TOYOTA,PRIUS C SPORT,11500.0,PICHINCHA,2014.0,94000.0,AUTOMATICA,ASISTIDA,1500.0,4x2,NEGRO,GASOLINA,
TOYOTA,PRIUS C SPORT,11500.0,PICHINCHA,2014.0,94000.0,AUTOMATICA,ASISTIDA,1500.0,4x2,NEGRO,GASOLINA,
TOYOTA,HILUX,32990.0,PICHINCHA,2022.0,32108.0,MANUAL,HIDRAULICA,2700.0,4x2,PLOMO,GASOLINA,
TOYOTA,HILUX SR5,42000.0,SANTO DOMINGO DE LOS TSACHILAS,2015.0,156000.0,MANUAL,ASISTIDA,2254.0,4x2,VERDE,GASOLINA,
TOYOTA,HILUX,44400.0,PICHINCHA,2023.0,14000.0,MANUAL,ELECTRONICA,2700.0,4x4,PLOMO,GASOLINA,
TOYOTA,HILUX,42600.0,PICHINCHA,2023.0,46000.0,MANUAL,HIDRAULICA,2700.0,4x4,NEGRO,GASOLINA,
TOYOTA,FJ CRUISER,25900.0,GUAYAS,2008.0,164084.0,MANUAL,HIDRAULICA,4000.0,4x4,PLOMO,GASOLINA,
TOYOTA,HILUX,20900.0,PICHINCHA,2015.0,164491.0,MANUAL,HIDRAULICA,2600.0,4x2,PLOMO,GASOLINA,
TOYOTA,HILUX,11500.0,AZUAY,2007.0,264000.0,MANUAL,HIDRAULICA,2700.0,4x2,BLANCO,GASOLINA,
TOYOTA,CAMRY HIBRIDO,21500.0,GALAPAGOS,2014.0,75000.0,AUTOMATICA,MECANICA,1996.0,AWD,NEGRO,HIBRIDO,
TOYOTA,HILUX,18900.0,GUAYAS,2006.0,151000.0,MANUAL,ASISTIDA,2700.0,4x4,AZUL,GASOLINA,
TOYOTA,HILUX,14500.0,PICHINCHA,2007.0,267000.0,MANUAL,HIDRAULICA,1300.0,4x2,PLOMO,GASOLINA,
TOYOTA,LAND CRUISER PRADO,16900.0,PICHINCHA,2006.0,180000.0,MANUAL,ELECTRONICA,5200.0,AWD,PLOMO,GASOLINA,
TOYOTA,LAND CRUISER PRADO,14900.0,PICHINCHA,2007.0,250000.0,MANUAL,HIDRAULICA,2700.0,4x4,PLOMO,GASOLINA,
TOYOTA,LAND CRUISER PRADO,12500.0,PICHINCHA,2006.0,236900.0,AUTOMATICA,HIDRAULICA,3400.0,4x4,PLOMO,GASOLINA,
TOYOTA,LAND CRUISER PRADO VX,14800.0,PICHINCHA,2005.0,341000.0,MANUAL,HIDRAULICA,3400.0,4x4,BLANCO,GASOLINA,
PEUGEOT,206 HDI,5990.0,PASTAZA,2008.0,248000.0,MANUAL,MECANICA,4700.0,AWD,AZUL,HIBRIDO,
MITSUBISHI,MONTERO SPORT,44000.0,PICHINCHA,2022.0,37000.0,AUTOMATICA,HIDRAULICA,3000.0,4x4,PLOMO,GASOLINA,
MITSUBISHI,MONTERO SPORT,44900.0,PICHINCHA,2021.0,38200.0,TIPTRONIC,HIDRAULICA,3000.0,4x4,PLOMO,GASOLINA,
NISSAN,SENTRA,5900.0,PICHINCHA,2009.0,367874.0,MANUAL,HIDRAULICA,1600.0,4x2,NEGRO,GASOLINA,
NISSAN,SENTRA,5900.0,IMBABURA,2011.0,200000.0,MANUAL,HIDRAULICA,1495.0,4x2,ROJO,GASOLINA,
BMW,X1,35900.0,PICHINCHA,2018.0,40000.0,TIPTRONIC,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
BMW,X2,36500.0,PICHINCHA,2022.0,33000.0,DSG,ELECTRONICA,2000.0,4x4,AZUL,GASOLINA,
BMW,X2,37500.0,PICHINCHA,2018.0,37300.0,AUTOMATICA,HIDRAULICA,2000.0,4x4,PLOMO,GASOLINA,
BMW,ACTIVE 5 HYBRID,38900.0,GUAYAS,2014.0,37493.0,AUTOMATICA,HIDRAULICA,3000.0,AWD,PLOMO,HIBRIDO,
BMW,X6 HIBRIDO,27800.0,PICHINCHA,2011.0,130000.0,AUTOMATICA,HIDRAULICA,4400.0,AWD,NEGRO,GASOLINA,
BMW,X6 HIBRIDO,28900.0,PICHINCHA,2010.0,93750.0,AUTOMATICA,HIDRAULICA,4400.0,4x2,BLANCO,GASOLINA,
BMW,X6,32900.0,PICHINCHA,2011.0,93000.0,AUTOMATICA,ELECTRONICA,4400.0,4x2,PLOMO,HIBRIDO,
BMW,320I,13900.0,PICHINCHA,2006.0,176000.0,MANUAL,ASISTIDA,3200.0,4x2,BLANCO,GASOLINA,
BMW,320I,15900.0,PICHINCHA,2006.0,185000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,
BRILLIANCE,V3,10800.0,PICHINCHA,2019.0,69000.0,MANUAL,HIDRAULICA,1500.0,4x2,ROJO,GASOLINA,
BRILLIANCE,V3,10900.0,TUNGURAHUA,2018.0,114870.0,MANUAL,HIDRAULICA,1500.0,4x2,ROJO,GASOLINA,
BRILLIANCE,V3,12900.0,PICHINCHA,2021.0,64689.0,MANUAL,HIDRAULICA,1500.0,4x2,ROJO,GASOLINA,
JAC,T8 LUXURY,28000.0,PICHINCHA,2024.0,18000.0,MANUAL,HIDRAULICA,2000.0,4x4,BLANCO,DIESEL,
JAC,T8,23000.0,AZUAY,2020.0,65000.0,MANUAL,MECANICA,4700.0,4x4,BLANCO,GASOLINA,
JAC,T8,22900.0,PICHINCHA,2021.0,100078.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,DIESEL,
MAZDA,CX-3 ENTRY,21900.0,PICHINCHA,2020.0,46000.0,MANUAL,ASISTIDA,2000.0,4x2,BLANCO,GASOLINA,
MAZDA,CX-3 FULL,20900.0,PICHINCHA,2019.0,45000.0,TIPTRONIC,ELECTRONICA,2000.0,4x2,ROJO,GASOLINA,
MAZDA,2,15900.0,PICHINCHA,2021.0,59000.0,MANUAL,ELECTRONICA,1500.0,4x2,PLOMO,GASOLINA,
MAZDA,2,15500.0,PICHINCHA,2021.0,52500.0,MANUAL,ASISTIDA,1496.0,4x2,ROJO,GASOLINA,
CHANGAN,CS 15,13900.0,PICHINCHA,2022.0,61000.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
CHANGAN,CS 15,13900.0,PICHINCHA,2023.0,60000.0,MANUAL,ASISTIDA,1500.0,4x2,BLANCO,GASOLINA,
CHANGAN,NEW CS15 ELITE,13900.0,PICHINCHA,2023.0,60000.0,MANUAL,ASISTIDA,1500.0,4x2,BLANCO,GASOLINA,
CHANGAN,CS 15,12900.0,TUNGURAHUA,2023.0,35000.0,MANUAL,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,
MAZDA,CX-3 FULL,23900.0,PICHINCHA,2020.0,27000.0,TIPTRONIC,ELECTRONICA,2000.0,4x2,ROJO,GASOLINA,
MAZDA,2,15800.0,PICHINCHA,2018.0,112000.0,MANUAL,ELECTRONICA,1500.0,4x2,PLOMO,GASOLINA,
MAZDA,2,15500.0,PICHINCHA,2018.0,111000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
MAZDA,2,15500.0,PICHINCHA,2018.0,111000.0,MANUAL,ASISTIDA,1500.0,4x2,PLOMO,GASOLINA,
MAZDA,2,15800.0,PICHINCHA,2018.0,110000.0,MANUAL,MECANICA,1500.0,4x2,PLOMO,GASOLINA,
MAZDA,CX-9,17500.0,PICHINCHA,2010.0,172546.0,AUTOMATICA,HIDRAULICA,3700.0,4x2,BLANCO,GASOLINA,
MAZDA,NEW 6 CORE,22000.0,PICHINCHA,2019.0,93000.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,NEGRO,GASOLINA,
MAZDA,3,19900.0,PICHINCHA,2019.0,49254.0,MANUAL,ASISTIDA,2000.0,4x2,BLANCO,GASOLINA,
MAZDA,3,19490.0,PICHINCHA,2018.0,91403.0,MANUAL,ASISTIDA,2000.0,4x2,NEGRO,GASOLINA,
MAZDA,6,19900.0,TUNGURAHUA,2017.0,115000.0,AUTOMATICA,ASISTIDA,2000.0,4x2,NEGRO,GASOLINA,
MAZDA,3,18900.0,PICHINCHA,2016.0,70000.0,AUTOMATICA,ASISTIDA,2000.0,4x2,PLOMO,GASOLINA,
MAZDA,CX-9,22900.0,PICHINCHA,2014.0,81000.0,AUTOMATICA,HIDRAULICA,3700.0,4x4,VERDE,GASOLINA,
MAZDA,CX-9 TOP GRADE,20900.0,PICHINCHA,2015.0,144000.0,AUTOMATICA,MECANICA,3700.0,4x2,NEGRO,GASOLINA,
MAZDA,6,21500.0,PICHINCHA,2017.0,101800.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,
MAZDA,6,20900.0,PICHINCHA,2017.0,90000.0,AUTOMATICA,MECANICA,2000.0,4x2,PLOMO,HIBRIDO,
NISSAN,X-TRAIL CLASSIC,12900.0,CHIMBORAZO,2011.0,122000.0,MANUAL,HIDRAULICA,2500.0,4x4,BLANCO,GASOLINA,
NISSAN,X-TRAIL,12500.0,PICHINCHA,2011.0,218000.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
NISSAN,X-TRAIL SENSE,16900.0,IMBABURA,2017.0,122000.0,TIPTRONIC,HIDRAULICA,2500.0,4x2,BLANCO,GASOLINA,
NISSAN,X-TRAIL SENSE,16900.0,CARCHI,2016.0,152000.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,AZUL,GASOLINA,
NISSAN,X-TRAIL SENSE,15470.0,MANABI,2015.0,145006.0,AUTOMATICA,ASISTIDA,2500.0,4x2,PLOMO,GASOLINA,
NISSAN,X-TRAIL XTREME,16500.0,PICHINCHA,2014.0,119000.0,AUTOMATICA,ASISTIDA,1490.0,4x2,PLOMO,GASOLINA,
NISSAN,X-TRAIL,15900.0,PICHINCHA,2013.0,87000.0,TIPTRONIC,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
NISSAN,X-TRAIL XTREME,15900.0,PICHINCHA,2013.0,87000.0,TIPTRONIC,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
NISSAN,X-TRAIL XTREME,16500.0,CHIMBORAZO,2013.0,160000.0,TIPTRONIC,ASISTIDA,2500.0,4x2,BLANCO,GASOLINA,
FORD,F150,14200.0,PICHINCHA,2010.0,159400.0,AUTOMATICA,HIDRAULICA,4600.0,4x2,AZUL,GASOLINA,
FORD,F150,13800.0,GUAYAS,2011.0,211000.0,AUTOMATICA,MECANICA,3700.0,4x4,AZUL,GASOLINA,
FORD,F150 RC,14500.0,PICHINCHA,2012.0,200000.0,AUTOMATICA,ASISTIDA,3700.0,4x2,AZUL,GASOLINA,
FORD,F150,14490.0,PICHINCHA,2012.0,207000.0,AUTOMATICA,HIDRAULICA,3700.0,4x2,CREMA,GASOLINA,
FORD,F150 DC,18900.0,PICHINCHA,2012.0,174400.0,AUTOMATICA,ASISTIDA,5000.0,4x2,AZUL,GASOLINA,
FORD,F150,18700.0,AZUAY,2012.0,200000.0,AUTOMATICA,HIDRAULICA,5000.0,4x4,ROJO,GASOLINA,
FORD,F150 FX4,16900.0,PICHINCHA,2006.0,130000.0,AUTOMATICA,HIDRAULICA,5400.0,4x4,ROJO,GASOLINA,
FORD,F150 DC,14490.0,PICHINCHA,2012.0,207000.0,AUTOMATICA,HIDRAULICA,3700.0,4x2,CREMA,GASOLINA,
FORD,F150,15800.0,PICHINCHA,2010.0,164000.0,AUTOMATICA,HIDRAULICA,4600.0,4x4,PLOMO,GASOLINA,
FORD,EDGE,18300.0,PICHINCHA,2013.0,145000.0,AUTOMATICA,ELECTRONICA,2499.0,4x2,PLOMO,GASOLINA,
FORD,F150 DC,15900.0,PICHINCHA,2012.0,183628.0,AUTOMATICA,ASISTIDA,3700.0,4x2,AZUL,GASOLINA,
FORD,EDGE,14200.0,BOLIVAR,2013.0,167000.0,AUTOMATICA,HIDRAULICA,3500.0,4x2,NEGRO,GASOLINA,
FORD,EDGE,14900.0,PICHINCHA,2013.0,170560.0,AUTOMATICA,HIDRAULICA,3500.0,4x2,PLOMO,GASOLINA,
FORD,EDGE SEL,14900.0,PICHINCHA,2013.0,170569.0,AUTOMATICA,ASISTIDA,3500.0,4x2,PLOMO,GASOLINA,
FORD,EDGE,14900.0,PICHINCHA,2013.0,222000.0,AUTOMATICA,HIDRAULICA,3500.0,4x2,PLOMO,GASOLINA,
FORD,EDGE,14900.0,PICHINCHA,2013.0,222000.0,AUTOMATICA,MECANICA,3500.0,4x2,PLOMO,GASOLINA,
FORD,EDGE SEL,12900.0,EL ORO,2013.0,286000.0,MULTITRONIC,MECANICA,2400.0,4x2,CREMA,HIBRIDO,
FORD,EDGE,18400.0,PICHINCHA,2016.0,175000.0,TIPTRONIC,ELECTRONICA,3500.0,4x2,BLANCO,GASOLINA,
FORD,EDGE SEL,18400.0,PICHINCHA,2016.0,175000.0,TIPTRONIC,ELECTRONICA,3500.0,4x2,BLANCO,GASOLINA,
FORD,EDGE,15800.0,PICHINCHA,2013.0,148000.0,7G-TRONIC,MECANICA,3500.0,4x2,PLOMO,GASOLINA,
FORD,EDGE,15900.0,PICHINCHA,2014.0,190000.0,AUTOMATICA,ELECTRONICA,3500.0,4x4,NEGRO,GASOLINA,
FIAT,ARGO TREKKING,15900.0,EL ORO,2022.0,25000.0,MANUAL,HIDRAULICA,3000.0,4x4,AMARILLO,GASOLINA,
CHEVROLET,CAPTIVA LTZ,17900.0,IMBABURA,2023.0,35000.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,
CHEVROLET,CAPTIVA LTZ,17900.0,IMBABURA,2023.0,32439.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,
CHEVROLET,CAPTIVA LTZ,17900.0,PICHINCHA,2023.0,29000.0,MANUAL,HIDRAULICA,1500.0,4x2,VINO,GASOLINA,
CHEVROLET,CAPTIVA LTZ,19200.0,GUAYAS,2023.0,29731.0,AUTOMATICA,ASISTIDA,1500.0,4x2,NEGRO,GASOLINA,
CHEVROLET,CAPTIVA LTZ,19300.0,LOJA,2023.0,18000.0,STEPTRONIC,ASISTIDA,2500.0,4x4,CELESTE,DIESEL,
CHEVROLET,CAPTIVA PREMIER,19900.0,TUNGURAHUA,2023.0,19000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,ROJO,GASOLINA,
CHEVROLET,CAPTIVA LTZ,19300.0,PICHINCHA,2023.0,18000.0,MANUAL,MECANICA,1500.0,4x2,ROJO,GASOLINA,
CHEVROLET,CAPTIVA PREMIER,19900.0,TUNGURAHUA,2023.0,19000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,ROJO,GASOLINA,
CHERY,TIGGO 7 PRO,19800.0,COTOPAXI,2024.0,42000.0,MANUAL,ELECTRONICA,1500.0,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 7 PRO,17790.0,PICHINCHA,2024.0,22000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 7 PRO,19900.0,PICHINCHA,2024.0,16196.0,AUTOMATICA,HIDRAULICA,1400.0,4x2,BLANCO,GASOLINA,
TOYOTA,HILUX CD,29300.0,PICHINCHA,2021.0,83000.0,MANUAL,HIDRAULICA,2700.0,4x2,BLANCO,GASOLINA,
TOYOTA,NEW HILUX 2.4 CD 4X4,31900.0,IMBABURA,2018.0,146000.0,MANUAL,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,HILUX SR AC CD,30900.0,SANTO DOMINGO DE LOS TSACHILAS,2018.0,52000.0,MANUAL,ELECTRONICA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,RAV 4,30900.0,PICHINCHA,2020.0,70000.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,ROJO,GASOLINA,
TOYOTA,RAV 4,30500.0,PICHINCHA,2020.0,85500.0,MANUAL,ASISTIDA,2000.0,4x2,VERDE,GASOLINA,
TOYOTA,HILUX CD,14500.0,PICHINCHA,2007.0,267000.0,MANUAL,HIDRAULICA,2300.0,4x2,PLOMO,GASOLINA,
TOYOTA,HILUX CD,18700.0,PICHINCHA,2009.0,302515.0,MANUAL,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,HILUX CD,18700.0,PICHINCHA,2009.0,302515.0,MANUAL,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,RAV 4,12800.0,PICHINCHA,2007.0,139000.0,AUTOMATICA,HIDRAULICA,2400.0,4x2,ROJO,GASOLINA,
TOYOTA,RAV 4,13600.0,PICHINCHA,2008.0,192000.0,AUTOMATICA,MECANICA,1598.0,4x4,ROJO,GASOLINA,
TOYOTA,RAV 4,12900.0,IMBABURA,2009.0,175689.0,AUTOMATICA,HIDRAULICA,2400.0,4x4,NEGRO,GASOLINA,
TOYOTA,NEW RAV4 2.5,14800.0,PICHINCHA,2010.0,196000.0,4G MATIC,MECANICA,2500.0,4x2,PLOMO,HIBRIDO,
TOYOTA,INNOVA,17900.0,PICHINCHA,2015.0,90000.0,AUTOMATICA,HIDRAULICA,2700.0,4x2,PLOMO,GASOLINA,
TOYOTA,INNOVA,17900.0,PICHINCHA,2015.0,90000.0,AUTOMATICA,HIDRAULICA,2700.0,4x2,PLOMO,GASOLINA,
TOYOTA,SEQUOIA,23700.0,PICHINCHA,2007.0,215000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,BLANCO,GASOLINA,
TOYOTA,4RUNNER,24500.0,COTOPAXI,2004.0,240000.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,PLOMO,GASOLINA,
TOYOTA,LAND CRUISER 100,23800.0,AZUAY,2001.0,260000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,PLOMO,GASOLINA,
TOYOTA,SEQUOIA,20900.0,PICHINCHA,2001.0,217000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,PLOMO,GASOLINA,
TOYOTA,4RUNNER,17800.0,GUAYAS,2006.0,232000.0,AUTOMATICA,HIDRAULICA,4000.0,4x2,AMARILLO,GASOLINA,
TOYOTA,COROLLA,12900.0,PICHINCHA,2010.0,130000.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,CRAFTER 50,36900.0,PICHINCHA,2015.0,185118.0,MANUAL,HIDRAULICA,1900.0,4x2,BLANCO,DIESEL,
TOYOTA,FJ CRUISER,43000.0,LOS RIOS,2010.0,175000.0,AUTOMATICA,ASISTIDA,2006.0,AWD,CELESTE,GASOLINA,
TOYOTA,FJ CRUISER,47500.0,GUAYAS,2014.0,191000.0,MANUAL,HIDRAULICA,4000.0,4x4,VERDE,GASOLINA,
TOYOTA,FJ CRUISER,45000.0,PICHINCHA,2008.0,180200.0,9G-TRONIC,HIDRAULICA,4000.0,4x4,CELESTE,GASOLINA,
VOLKSWAGEN,CRAFTER 50,37900.0,LOJA,2014.0,143000.0,7G-TRONIC,MECANICA,5327.0,AWD,VERDE,GASOLINA,
VOLKSWAGEN,CRAFTER 30,48000.0,AZUAY,2019.0,41548.0,MANUAL,HIDRAULICA,1968.0,4x2,BLANCO,DIESEL,
VOLKSWAGEN,TOUAREG,39900.0,PICHINCHA,2014.0,49000.0,AUTOMATICA,HIDRAULICA,3598.0,4x4,AZUL,GASOLINA,
TOYOTA,LAND CRUISER PRADO GX,21400.0,GUAYAS,2009.0,246000.0,MANUAL,HIDRAULICA,2700.0,4x4,PLOMO,GASOLINA,
TOYOTA,PRADO 3P,15900.0,CANAR,2007.0,247000.0,AUTOMATICA,ASISTIDA,3995.0,4x4,CELESTE,DIESEL,
TOYOTA,PRADO 3P,16500.0,PICHINCHA,2008.0,185000.0,MANUAL,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,AGYA,15750.0,PICHINCHA,2024.0,28653.0,MANUAL,HIDRAULICA,1200.0,4x2,VINO,GASOLINA,
TOYOTA,HIACE,14490.0,PICHINCHA,2006.0,214190.0,MANUAL,HIDRAULICA,3000.0,4x2,VERDE,GASOLINA,
TOYOTA,RAIZE,19300.0,GUAYAS,2023.0,40000.0,MANUAL,HIDRAULICA,1200.0,4x2,NEGRO,GASOLINA,
TOYOTA,RAIZE,19900.0,PICHINCHA,2024.0,11000.0,MANUAL,ASISTIDA,1200.0,4x2,PLOMO,GASOLINA,
TOYOTA,RUSH,19400.0,PICHINCHA,2020.0,65000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,BLANCO,GASOLINA,
TOYOTA,RUSH,19400.0,PICHINCHA,2020.0,65000.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,BLANCO,GASOLINA,
TOYOTA,RUSH,19900.0,PICHINCHA,2020.0,48000.0,AUTOMATICA,ASISTIDA,1500.0,4x2,VINO,GASOLINA,
TOYOTA,RUSH,18900.0,PICHINCHA,2020.0,115375.0,MANUAL,HIDRAULICA,1500.0,4x2,CAFE,GASOLINA,
TOYOTA,RUSH,18900.0,PICHINCHA,2020.0,114000.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,
TOYOTA,RAIZE,20500.0,COTOPAXI,2020.0,10000.0,MANUAL,HIDRAULICA,1998.0,4x2,CELESTE,HIBRIDO,
TOYOTA,RAIZE,19800.0,PICHINCHA,2023.0,27700.0,MANUAL,ASISTIDA,1200.0,4x2,BLANCO,GASOLINA,
VOLKSWAGEN,PASSAT ADVANCE,17900.0,PICHINCHA,2014.0,120000.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,PLOMO,GASOLINA,
TOYOTA,LAND CRUISER PRADO GX,15900.0,GUAYAS,2007.0,244000.0,AUTOMATICA,ELECTRONICA,4700.0,4x4,CREMA,HIBRIDO,
TOYOTA,PRADO 5P,13900.0,PICHINCHA,2003.0,373000.0,MANUAL,MECANICA,3400.0,4x4,ROJO,GASOLINA,
TOYOTA,PRADO 5P,14800.0,PICHINCHA,2005.0,341485.0,MANUAL,HIDRAULICA,3400.0,4x4,BLANCO,GASOLINA,
VOLKSWAGEN,TOUAREG,34777.0,PICHINCHA,2016.0,87000.0,AUTOMATICA,HIDRAULICA,3600.0,4x4,AZUL,GASOLINA,
VOLKSWAGEN,TOUAREG,34990.0,PICHINCHA,2016.0,86000.0,AUTOMATICA,ELECTRONICA,3000.0,AWD,NEGRO,GASOLINA,
TOYOTA,LAND CRUISER PRADO,13000.0,EL ORO,2001.0,298000.0,MANUAL,ELECTRONICA,1991.0,AWD,VERDE,GASOLINA,
TOYOTA,LAND CRUISER PRADO VX,12500.0,GUAYAS,2001.0,360000.0,AUTOMATICA,ELECTRONICA,3400.0,4x4,PLOMO,GASOLINA,
